,0,1,2,3
6723,0.04101439441795238,-0.8221446594227909,0.18954951559593003,-0.08329683533678867
6784,0.060743312911232555,0.2600522334064186,-0.13094141517746272,-0.017911281829105286
20561,-3.5125952909402183,-1.0626303015225251,-0.14344068472806282,0.002488154545820187
4269,0.31487112657565364,-0.17587704445776892,-0.06996345928931091,-0.02459595537234338
19578,-0.8215440061408984,-0.155507004233902,-0.027407602283325283,-0.039878122429101714
5938,-2.1327797601325145,-0.018060825279466786,0.01767170372384752,-0.043318027078712795
2118,-1.4534536038549228,-0.9352050446160304,0.2453803870887411,-0.10942969377383338
9735,1.8014790651973227,-0.9971617765601938,-0.13262290576175528,0.03571815271753076
16773,1.028087584359492,0.030534395269153136,0.2997272435922099,-0.1875809780293083
10862,-0.7726530027548005,0.27345673783019536,-0.20751763106871046,0.00825016990423455
17081,-2.121073805591212,0.5510999739149081,-0.19196304273470133,0.0197974844118729
5317,-1.642342274200474,0.25541664033798356,-0.04040160668983683,-0.009293020159156784
8276,-0.15064376022500664,-0.06417508367665387,0.36865752076976765,-0.2722623932357141
20133,-0.13625531817767828,-0.03204018365878081,-0.23323049669100715,-0.023692651841282775
12114,-0.23975152530676974,1.3282212916462388,0.058375073650343556,-0.1242830144918925
15459,0.33805332084676964,0.6883698417557832,0.13853947573750103,-0.10603738733966084
16404,2.1278801671663072,-0.8323777374679736,-0.20272971112969074,0.038635830282534034
14655,0.9386252968089412,-0.18483657464200814,-0.001440650775037411,0.03295585694269265
5291,-0.6587377868871184,-1.491107122640571,0.09103660319382179,-0.02981168905365761
811,1.3032969575700193,-0.9520906857164907,-0.019639017358765165,-0.011546366579326617
6624,0.1000856327849636,1.1042776919369857,0.1023924344695154,-0.1157907278511997
15732,0.9838132369700276,-0.11271784018029019,-0.08535872685025148,-0.020722601992432033
6295,1.481036586361857,0.9272375339758311,-0.2179820002585685,-0.030448274213369375
17715,-0.41554669056546234,-0.16285052120622673,0.8972147319419423,0.2361010359950021
9131,-0.7200449450104937,1.5902647280292506,-0.3746818260238517,0.07826995551800942
16356,1.0210575421488626,0.7696818109379938,0.14769401058163323,-0.11044584986366668
10837,-1.3505719510694305,-0.6110866535540974,-0.1203201074862289,-0.051540577473943916
12800,0.1425064068256223,-0.8248490930536859,0.07745760456108097,-0.07268985791803151
6771,-0.789311312975647,0.6516206499181796,-0.01509015733212149,-0.08077819953788001
20260,-0.6490220405614175,0.5002970538297835,-0.2993684482022786,0.08130742295182403
11793,-2.5537339219464656,0.16789092572331188,-0.24963300134490873,0.10155838698010156
995,-1.7143824612858463,-0.12179498199392252,0.33437939013007056,-0.13234682121127828
7275,-0.6683869918825237,-0.4121639639424314,-0.1205012786525882,0.030371627771135556
12253,-0.7282106485735931,-0.7031932622613538,0.22501010314904402,-0.20807472442343927
13714,0.7284424780924571,-0.22441240380346456,-0.37697252349140553,0.14162643702717126
17542,-0.7163078213090022,1.8545055469336935,-0.6597477880988615,0.34343224739480316
20285,0.40199723081766037,-0.7794733646769666,-0.18860223701085344,0.06782202665734616
15095,0.473177438139332,-0.4939989000063546,-0.15969105490978242,0.029172646828382054
4794,-0.5770140204654185,0.08293089008279075,-0.14187159897500046,0.0012291075860851874
18953,-0.26584356794650915,-0.3932390702829228,0.19020268365537907,-0.1599961602417198
1470,-1.8148621538505316,0.4599263502119558,-0.05129923001615755,0.049405537481112094
18384,0.9403260493783558,-1.0015089017809378,-0.1118740992115147,0.049802729240683186
15312,-1.638216815463851,0.09227933455259452,-0.23565362047771032,0.05532920328998936
5027,-0.6546836282001193,0.4589908829479404,-0.45030900469123514,0.12399368577995429
16532,1.7504801711733617,1.1801860708023932,-0.13609967593822547,-0.0034707700277673004
4808,-4.1942404812124,-0.3875154304342695,-0.5009089989558145,0.14080615916350592
19786,-1.9055534249365143,-1.081778507785324,-0.12014101829639368,0.056397637998142125
11856,0.3870968542400989,-0.14595490971836061,0.2799634520887212,-0.11374375071039233
1173,1.9052706263352983,0.7586024341591925,-0.08413674856690101,-0.010656731655759866
15445,-0.43958678320629907,0.24477245326459862,0.13108938698569583,-0.08691408134872924
14761,0.7199865942461106,0.4879980936180591,0.026100782683153967,-0.04752345481398634
6016,-1.0058906456283352,-0.7431359928412943,0.3000304464613247,-0.11255485326908776
5762,-0.9981083658624263,0.257187601013959,0.1046427516098406,-0.07840164357598012
3263,-1.5632584736396336,-0.6477456257282529,-0.16369137313304105,0.004111021590778252
7588,0.4041368007643027,-1.0403018574576834,0.0261813657991522,-0.0367588754103122
4276,1.5865301883054344,-2.2585085343324045,0.8879849340178478,-0.4814285182886794
7575,-0.31204374319139017,0.004445507869843213,0.040006887437330385,-0.05316080147166835
1001,-0.6175869465276164,0.39195011980444605,0.06342081139959366,-0.054693245290888814
479,-1.2923872102004896,0.3605498634819492,0.019425183684925185,-0.06995275381584087
1050,2.1784525459002073,-0.7116186137537529,-0.23176088040736087,0.040856106702118034
9283,-0.34269682380076183,-0.047453951358613744,-0.06130961708722238,0.023358834855273902
3253,-0.17287237756620316,-0.7347504116911766,-0.018410698618937293,-0.03625005823001903
12239,-1.159516978009118,-1.236227939469614,-0.07902442028502443,-0.011455161691622417
16157,-0.32773727455857726,-0.5835596129992728,0.9525703674750499,0.21181737076659524
13225,-1.7266685339916736,-0.38098300264882823,-0.010169384132132975,-0.0045755914456083735
1418,1.1010279661336702,-0.6096528805950111,-0.35046849961773485,0.11795765629277322
47,0.302545580226138,-0.5389543302787964,-0.4458676972547465,0.11226642928077457
14801,-2.3011139665978204,-0.7101178381128704,-0.0796320005747505,0.014191710798371227
22105,-2.806312501980599,-0.47224782576402,0.42022540325052893,-0.22265817032699725
15383,-1.693618043736832,0.23698481718175224,0.8663573694832727,0.2296647849040091
